GlobalId,UUID,layer_index,layer_name,area_m2,volume_m3,co2_total
2O2Fr$t4X7Zf8NOew3FK1b,b66eed7c-c924-4c6a-b906-f2cd08189451,1,layer_1,2.126,0.925,302.032
2O2Fr$t4X7Zf8NOew3FLMr,dc0557ec-f724-4b61-b25d-38665cbad37b,2,layer_2,0.611,0.093,10.41
2O2Fr$t4X7Zf8NOew3FLCm,dc0557ec-f724-4b61-b25d-38665cbad37b,2,layer_2,0.298,0.045,5.074
2O2Fr$t4X7Zf8NOew3FNqI,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,1,layer_1,7.355,0.677,175.639
2O2Fr$t4X7Zf8NOew3FNhv,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,1,layer_1,7.115,0.655,169.91
2O2Fr$t4X7Zf8NOew3FLQD,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,1,layer_1,22.911,2.108,547.134
2O2Fr$t4X7Zf8NOew3FLOH,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,1,layer_1,6.617,0.609,158.027
2O2Fr$t4X7Zf8NOew3FNtn,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,1,layer_1,27.52,2.532,657.202
2O2Fr$t4X7Zf8NOew3FNr2,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,1,layer_1,17.517,1.612,418.326
2O2Fr$t4X7Zf8NOew3FLR9,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,1,layer_1,7.481,0.688,178.66
2O2Fr$t4X7Zf8NOew3FLPP,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,1,layer_1,7.349,0.676,175.499
0jf0rYHfX3RAB3bSIRjmmy,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,1,layer_1,6.124,0.563,146.25
0jf0rYHfX3RAB3bSIRjmpw,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,1,layer_1,12.097,1.113,288.894
0jf0rYHfX3RAB3bSIRjmoa,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,1,layer_1,3.503,0.322,83.647
0jf0rYHfX3RAB3bSIRjmr1,8f5e6791-c6b0-4880-8d32-a6e36ea30c0c,1,layer_1,11.807,1.086,281.963
2O2Fr$t4X7Zf8NOew3FNqI,379a32f5-ccdc-4d9c-ad49-bc5d906fd9cd,2,layer_2,7.355,0.184,6.009
2O2Fr$t4X7Zf8NOew3FNhv,379a32f5-ccdc-4d9c-ad49-bc5d906fd9cd,2,layer_2,7.191,0.18,5.875
2O2Fr$t4X7Zf8NOew3FLQD,379a32f5-ccdc-4d9c-ad49-bc5d906fd9cd,2,layer_2,3.686,0.092,3.012
2O2Fr$t4X7Zf8NOew3FLOH,379a32f5-ccdc-4d9c-ad49-bc5d906fd9cd,2,layer_2,3.618,0.09,2.956
2O2Fr$t4X7Zf8NOew3FNtn,379a32f5-ccdc-4d9c-ad49-bc5d906fd9cd,2,layer_2,26.507,0.663,21.656
2O2Fr$t4X7Zf8NOew3FNr2,379a32f5-ccdc-4d9c-ad49-bc5d906fd9cd,2,layer_2,3.716,0.093,3.036
2O2Fr$t4X7Zf8NOew3FLR9,379a32f5-ccdc-4d9c-ad49-bc5d906fd9cd,2,layer_2,7.348,0.184,6.003
2O2Fr$t4X7Zf8NOew3FLPP,379a32f5-ccdc-4d9c-ad49-bc5d906fd9cd,2,layer_2,7.349,0.184,6.004
0jf0rYHfX3RAB3bSIRjmmy,379a32f5-ccdc-4d9c-ad49-bc5d906fd9cd,2,layer_2,6.124,0.153,5.003
0jf0rYHfX3RAB3bSIRjmpw,379a32f5-ccdc-4d9c-ad49-bc5d906fd9cd,2,layer_2,12.097,0.302,9.883
0jf0rYHfX3RAB3bSIRjmoa,379a32f5-ccdc-4d9c-ad49-bc5d906fd9cd,2,layer_2,3.503,0.088,2.862
0jf0rYHfX3RAB3bSIRjmr1,379a32f5-ccdc-4d9c-ad49-bc5d906fd9cd,2,layer_2,11.807,0.295,9.646
2O2Fr$t4X7Zf8NOew3FNqI,ad750582-1987-46da-ac51-b309afa38169,3,layer_3,7.362,0.368,133.852
2O2Fr$t4X7Zf8NOew3FNhv,ad750582-1987-46da-ac51-b309afa38169,3,layer_3,7.191,0.36,130.745
2O2Fr$t4X7Zf8NOew3FLQD,ad750582-1987-46da-ac51-b309afa38169,3,layer_3,9.371,0.469,170.382
2O2Fr$t4X7Zf8NOew3FLOH,ad750582-1987-46da-ac51-b309afa38169,3,layer_3,3.696,0.185,67.191
2O2Fr$t4X7Zf8NOew3FNtn,ad750582-1987-46da-ac51-b309afa38169,3,layer_3,3.882,0.194,70.575
2O2Fr$t4X7Zf8NOew3FNr2,ad750582-1987-46da-ac51-b309afa38169,3,layer_3,3.727,0.186,67.757
2O2Fr$t4X7Zf8NOew3FLR9,ad750582-1987-46da-ac51-b309afa38169,3,layer_3,7.349,0.367,133.609
2O2Fr$t4X7Zf8NOew3FLPP,ad750582-1987-46da-ac51-b309afa38169,3,layer_3,7.349,0.367,133.607
0jf0rYHfX3RAB3bSIRjmmy,ad750582-1987-46da-ac51-b309afa38169,3,layer_3,6.124,0.306,111.342
0jf0rYHfX3RAB3bSIRjmpw,ad750582-1987-46da-ac51-b309afa38169,3,layer_3,7.252,0.363,131.85
0jf0rYHfX3RAB3bSIRjmoa,ad750582-1987-46da-ac51-b309afa38169,3,layer_3,3.503,0.175,63.681
0jf0rYHfX3RAB3bSIRjmr1,ad750582-1987-46da-ac51-b309afa38169,3,layer_3,7.078,0.354,128.69
0iEHWY1$XA8eQeeULq4jZ1,b14a6f65-b3b8-4fc8-9259-33e33501f407,1,layer_1,12.083,1.643,1025.555
0iEHWY1$XA8eQeeULq4j_U,b14a6f65-b3b8-4fc8-9259-33e33501f407,1,layer_1,6.651,0.905,564.522
0iEHWY1$XA8eQeeULq4jDb,b14a6f65-b3b8-4fc8-9259-33e33501f407,1,layer_1,0.55,0.075,46.656
0iEHWY1$XA8eQeeULq4jE6,b14a6f65-b3b8-4fc8-9259-33e33501f407,1,layer_1,0.74,0.101,62.808
0dxE1Sy6nDqfpDb5vIMNiA,b14a6f65-b3b8-4fc8-9259-33e33501f407,1,layer_1,0.632,0.086,53.668
0dxE1Sy6nDqfpDb5vIMN_Z,b14a6f65-b3b8-4fc8-9259-33e33501f407,1,layer_1,0.632,0.086,53.668
3Y4YRln2r91vflHcHE5IVS,dc0557ec-f724-4b61-b25d-38665cbad37b,1,layer_1,0.06,0.002,1.023
3Y4YRln2r91vflHcHE5IVT,dc0557ec-f724-4b61-b25d-38665cbad37b,1,layer_1,0.063,0.002,1.069
3Y4YRln2r91vflHcHE5IVI,dc0557ec-f724-4b61-b25d-38665cbad37b,1,layer_1,0.06,0.002,1.023
3Y4YRln2r91vflHcHE5IVJ,dc0557ec-f724-4b61-b25d-38665cbad37b,1,layer_1,0.307,0.012,5.229
3Y4YRln2r91vflHcHE5ITp,dc0557ec-f724-4b61-b25d-38665cbad37b,1,layer_1,0.06,0.002,1.023
3Y4YRln2r91vflHcHE5ITm,dc0557ec-f724-4b61-b25d-38665cbad37b,1,layer_1,0.063,0.002,1.069
3Y4YRln2r91vflHcHE5ITn,dc0557ec-f724-4b61-b25d-38665cbad37b,1,layer_1,0.293,0.011,4.99
3Y4YRln2r91vflHcHE5ITs,dc0557ec-f724-4b61-b25d-38665cbad37b,1,layer_1,0.063,0.002,1.069
